,Company,TypeName,Inches,Touchscreen,Ips,Cpu_Vender,Cpu_Type,Ram,Storage (GB),Storage Type,Gpu_Vender,Gpu_Type,Weight,OpSys,Price_euros
621,Lenovo,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 520,1.65,Windows,1465.0
622,Dell,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD,AMD,Radeon 530,2.2,Windows,776.0
623,Fujitsu,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.2,Windows,799.0
624,HP,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 520,1.88,Windows,932.0
625,Lenovo,Notebook,15.6,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce 920MX,2.2,Windows,899.0
626,Mediacom,Notebook,14.0,0,0,Intel,I n t e l,2,32,Flash Storage,Intel,HD Graphics,1.4,Windows,239.0
627,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,128,SSD,Intel,HD Graphics 620,2.2,Others/No OS/Linux,468.0
628,Asus,2 in 1 Convertible,13.3,1,0,Intel,Core i5,6,1024,HDD,Intel,HD Graphics 620,1.5,Windows,639.01
629,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce GTX 1050,2.0,Windows,1820.0
630,Asus,Ultrabook,14.0,0,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.1,Windows,1900.0
631,Dell,Gaming,15.6,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.62,Windows,1479.0
632,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,256,SSD,Intel,UHD Graphics 620,1.8,Windows,829.0
633,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,Nvidia,GeForce 920MX ,2.2,Windows,579.0
634,Asus,Notebook,15.6,0,0,Intel,Celeron Dual Core,8,1024,HDD,Intel,HD Graphics 500,2.0,Windows,399.0
635,Asus,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Nvidia,GeForce GTX 1050,1.99,Windows,906.62
636,Dell,Ultrabook,13.3,1,0,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.23,Windows,1869.0
637,Lenovo,Notebook,14.0,0,0,Intel,Celeron Dual Core,2,32,Flash Storage,Intel,HD Graphics 400,1.42,Windows,249.0
638,Lenovo,2 in 1 Convertible,13.3,1,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.37,Windows,1757.42
639,Dell,Notebook,15.6,1,0,Intel,Core i7,16,1024,SSD,Nvidia,GeForce GTX 1050,2.06,Windows,2399.0
640,Lenovo,Gaming,15.6,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050M,2.5,Windows,1109.0
641,HP,Notebook,17.0,0,0,AMD,A9-Series 9420,8,1024,HDD,AMD,Radeon R5,2.6,Windows,520.9
642,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.14,Windows,2450.0
643,Asus,Gaming,15.6,0,1,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1050 Ti,2.5,Others/No OS/Linux,1169.0
644,Acer,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,2.4,Windows,450.0
645,Lenovo,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics,1.43,Windows,274.0
646,Acer,Ultrabook,14.0,0,1,Intel,Core i5,8,256,SSD,Intel,Graphics 620,1.8,Windows,919.0
647,Razer,Gaming,14.0,0,0,Intel,Core i7,16,256,SSD,Nvidia,GeForce GTX 1060,1.95,Windows,2599.0
648,Toshiba,Notebook,13.3,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 520,1.2,Windows,1213.0
649,Lenovo,Ultrabook,12.5,0,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.36,Windows,1584.0
650,Asus,Gaming,17.3,0,1,Intel,Core i7,32,512,SSD,Nvidia,GeForce GTX 1080,3.8,Windows,2799.0
651,Acer,Gaming,15.6,0,0,Intel,Core i5,8,1024,HDD,Nvidia,GeForce GTX 1050,2.4,Others/No OS/Linux,709.0
652,Dell,Ultrabook,13.3,0,0,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.2,Windows,1449.9
653,MSI,Gaming,15.6,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.2,Windows,1191.8
654,HP,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,1.86,Others/No OS/Linux,364.9
655,Toshiba,Notebook,15.6,0,1,Intel,Core i5,8,500,HDD,Intel,HD Graphics 620,2.0,Windows,1064.0
656,Dell,Notebook,15.6,0,0,Intel,Core i7,8,256,SSD,AMD,Radeon 530,2.2,Windows,919.0
657,Dell,Notebook,15.6,0,0,Intel,Core i7,16,256,SSD +  2TB HDD,AMD,Radeon 530,2.2,Windows,1135.0
658,Lenovo,Gaming,15.6,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 960,3.31,Windows,1196.0
659,Dell,Gaming,17.3,0,1,Intel,Core i7,32,512,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.42,Windows,3147.37
660,Dell,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 520,1.56,Windows,1229.0
661,Lenovo,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,500,HDD,Intel,HD Graphics 500,2.2,Windows,419.0
662,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 520,2.2,Windows,535.0
663,HP,Notebook,15.6,0,0,Intel,Core i3,6,1024,HDD,AMD,Radeon R5 M430,2.04,Windows,539.0
664,MSI,Gaming,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,2.7,Windows,1486.77
665,Toshiba,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,2.1,Windows,498.0
666,Dell,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,2.06,Windows,955.0
667,HP,Notebook,15.6,0,0,Intel,Core i7,8,1024,HDD,AMD,Radeon 530,2.1,Windows,745.0
668,Toshiba,Notebook,15.6,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.0,Windows,1258.0
669,Acer,Notebook,15.6,0,0,Intel,Core i3,4,128,SSD,Intel,HD Graphics 520,2.1,Others/No OS/Linux,412.0
670,Microsoft,Ultrabook,13.5,1,0,Intel,Core i7,8,256,SSD,Intel,Iris Plus Graphics 640,1.252,Windows,1867.85
671,Lenovo,Notebook,15.6,0,0,Intel,Core i5,8,128,SSD +  1TB HDD,AMD,Radeon R5 M430,1.9,Windows,817.95
672,Lenovo,2 in 1 Convertible,13.3,1,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.3,Windows,1034.0
673,Lenovo,Notebook,15.6,0,0,AMD,E-Series E2-9000,4,128,SSD,AMD,Radeon R2 Graphics,2.2,Windows,349.0
674,HP,2 in 1 Convertible,14.0,1,1,Intel,Core i3,4,128,SSD,Nvidia,GeForce 940MX,1.63,Windows,699.0
675,MSI,Gaming,15.6,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.4,Windows,1294.0
676,Asus,Ultrabook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.1,Windows,1135.0
677,HP,2 in 1 Convertible,11.6,1,0,Intel,Celeron Dual Core,8,64,Flash Storage,Intel,HD Graphics 500,1.4,Others/No OS/Linux,495.0
678,LG,Ultrabook,15.6,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.09,Windows,2299.0
679,Acer,Gaming,15.6,0,0,Intel,Core i5,16,256,SSD,Nvidia,GeForce GTX 1050 Ti,2.5,Windows,1299.0
680,MSI,Gaming,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.2,Windows,997.9
681,Asus,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,128,SSD,Intel,HD Graphics 500,1.86,Windows,419.0
682,Dell,Gaming,15.6,0,0,Intel,Core i5,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,3.21,Windows,2051.0
683,HP,Notebook,17.3,0,1,Intel,Core i3,4,256,SSD,AMD,Radeon R5 520,2.5,Windows,699.0
684,Lenovo,2 in 1 Convertible,13.3,1,1,Intel,Core i7,8,512,SSD,Intel,UHD Graphics 620,1.19,Windows,1499.0
685,Dell,Gaming,15.6,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,3.49,Windows,2813.75
686,HP,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,AMD,Radeon 520,1.86,Windows,612.61
687,Dell,Notebook,15.6,0,0,Intel,Core i3,4,1024,HDD,AMD,Radeon R5 M430,2.2,Windows,545.67
688,HP,Notebook,17.3,0,1,AMD,A10-Series 9600P,6,2048,HDD,AMD,Radeon R7 M440,2.65,Windows,569.0
689,Lenovo,Notebook,15.6,0,0,Intel,Celeron Dual Core,4,500,HDD,Intel,HD Graphics 510,2.1,Windows,318.0
690,Acer,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 510,1.45,Others/No OS/Linux,375.0
691,Lenovo,Notebook,14.0,0,0,Intel,Core i5,4,256,SSD,Intel,HD Graphics 620,1.7,Windows,699.0
692,HP,Workstation,17.3,0,0,Intel,Core i7,8,500,HDD,Nvidia,Quadro M1200,3.14,Windows,1907.99
693,Lenovo,2 in 1 Convertible,14.0,1,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.42,Windows,2590.0
694,Toshiba,Notebook,13.3,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.5,Windows,973.0
695,Acer,Netbook,11.6,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics,1.4,Windows,269.0
696,Lenovo,2 in 1 Convertible,14.0,1,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.38,Windows,1749.0
697,Asus,2 in 1 Convertible,12.5,1,0,Intel,Core M,4,64,Flash Storage,Intel,HD Graphics 515,1.2,Others/No OS/Linux,669.0
698,Toshiba,Ultrabook,13.3,1,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 520,1.36,Windows,1877.0
699,HP,Notebook,15.6,0,1,Intel,Core i7,4,500,HDD,AMD,Radeon 530,2.1,Windows,689.0
700,Dell,Gaming,15.6,0,0,Intel,Core i5,8,1024,HDD,Nvidia,GeForce GTX 1050,2.56,Windows,819.0
701,Lenovo,Notebook,15.6,0,0,AMD,A9-Series 9420,4,256,SSD,AMD,Radeon 530,2.2,Windows,399.0
702,Lenovo,Notebook,15.6,0,0,AMD,A12-Series 9720P,8,1024,HDD,AMD,Radeon R7,2.2,Windows,429.0
703,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD +  1TB HDD,Intel,HD Graphics 620,2.1,Windows,621.45
704,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,1.9,Others/No OS/Linux,450.0
705,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.18,Windows,795.0
706,Acer,2 in 1 Convertible,13.3,1,1,Intel,Core i5,8,256,SSD,Intel,UHD Graphics 620,1.6,Windows,999.0
707,Lenovo,Workstation,15.6,0,0,Intel,Core i7,16,512,SSD,Nvidia,Quadro M520M,2.18,Windows,1855.0
708,Lenovo,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 520,1.8,Windows,1191.0
709,HP,Notebook,17.3,0,1,AMD,A10-Series 9620P,6,2048,HDD,AMD,Radeon 530,2.71,Windows,655.01
710,Lenovo,Gaming,15.6,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.5,Windows,1249.0
711,Dell,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce 930MX,1.64,Others/No OS/Linux,1089.0
712,Dell,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,Intel,HD Graphics 620,1.98,Others/No OS/Linux,726.0
713,Asus,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 500,1.5,Windows,298.0
714,Dell,Notebook,15.6,0,0,Intel,Core i5,16,512,SSD,Intel,HD Graphics 620,1.93,Windows,1426.66
715,Lenovo,Notebook,14.0,0,1,Intel,Core i5,8,256,SSD,Nvidia,GeForce 920MX,1.87,Windows,857.07
716,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.9,Windows,1179.0
717,Lenovo,Notebook,15.6,0,0,AMD,A6-Series 7310,4,500,HDD,AMD,Radeon R4,2.19,Windows,298.0
718,Mediacom,Notebook,14.0,0,1,Intel,I n t e l,4,32,HDD,Intel,HD Graphics 400,1.4,Windows,265.0
719,HP,Notebook,17.3,0,0,Intel,Core i7,8,256,SSD,Nvidia,GeForce 930MX,2.63,Windows,1200.0
720,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 520,1.17,Windows,1686.64
721,HP,2 in 1 Convertible,13.3,1,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.58,Windows,836.6
722,Lenovo,Ultrabook,14.0,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.32,Windows,1499.0
723,Dell,Gaming,17.3,0,0,Intel,Core i7,32,1024,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.36,Windows,3659.4
724,MSI,Gaming,17.3,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050 Ti,2.7,Windows,1348.48
725,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD,Intel,HD Graphics 620,1.9,Others/No OS/Linux,489.9
726,Dell,Notebook,15.6,0,0,Intel,Core i5,8,128,SSD +  1TB HDD,AMD,Radeon 530,2.2,Windows,719.0
727,Dell,2 in 1 Convertible,13.3,1,0,Intel,Core i3,4,1024,HDD,Intel,HD Graphics 620,1.71,Windows,649.0
728,Dell,Notebook,15.6,0,0,Intel,Core i5,8,1024,HDD,AMD,Radeon R7 M445,2.32,Others/No OS/Linux,589.52
729,HP,Notebook,15.6,0,0,AMD,A9-Series 9420,4,1024,HDD,AMD,Radeon 520,2.1,Windows,489.0
730,Acer,Gaming,17.3,0,1,Intel,Core i7,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,4.2,Windows,1935.0
731,Dell,Notebook,15.6,0,0,Intel,Core i5,12,1024,HDD,Intel,HD Graphics 620,2.25,Windows,649.0
732,HP,Notebook,15.6,0,0,AMD,A9-Series A9-9420,6,128,SSD +  1TB HDD,AMD,Radeon 520,2.1,Windows,650.0
733,Acer,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 620,2.4,Windows,559.0
734,Lenovo,Notebook,13.3,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.44,Windows,960.0
735,Lenovo,Notebook,15.6,0,0,Intel,Core i7,4,1024,HDD,Intel,HD Graphics 620,1.85,Windows,779.0
736,HP,Workstation,15.6,0,0,Intel,Core i7,16,256,SSD,Nvidia,Quadro M2200,2.6,Windows,2419.0
737,Dell,2 in 1 Convertible,13.3,1,0,Intel,Core i5,8,1024,HDD,Intel,UHD Graphics 620,1.55,Windows,659.0
738,MSI,Gaming,15.6,0,0,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,1.8,Windows,2094.48
739,Acer,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,2.4,Windows,410.8
740,Dell,Notebook,15.6,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce 940MX,2.0,Windows,1207.0
741,Dell,Notebook,15.6,0,0,Intel,Core i3,8,256,SSD,Intel,HD Graphics 520,2.0,Windows,665.0
742,Toshiba,Notebook,14.0,1,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.25,Windows,1535.0
743,Lenovo,2 in 1 Convertible,14.0,1,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.7,Windows,999.0
744,Lenovo,Workstation,15.6,0,1,Intel,Core i7,16,1024,SSD,Nvidia,Quadro M520M,2.5,Windows,3299.0
745,Acer,Notebook,14.0,0,0,Intel,Celeron Dual Core,2,32,Flash Storage,Intel,HD Graphics 400,1.68,Others/No OS/Linux,330.0
746,Samsung,Ultrabook,13.3,0,0,Intel,Core i7,16,256,SSD,Intel,HD Graphics 620,0.81,Windows,1649.0
747,HP,Notebook,15.6,0,0,Intel,Core i3,8,256,SSD,Intel,HD Graphics 520,1.86,Windows,539.0
748,Dell,Notebook,14.0,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.6,Windows,1126.71
749,HP,Workstation,17.3,0,1,Intel,I n t e l,16,256,SSD,Nvidia,Quadro M2000M,3.0,Windows,4389.0
750,Lenovo,Netbook,11.6,1,0,Intel,Celeron Dual Core,4,128,SSD,Intel,HD Graphics 400,1.4,Windows,475.0
751,HP,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 520,1.84,Windows,1900.0
752,Asus,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD,Nvidia,GeForce GTX 950M,2.45,Others/No OS/Linux,579.0
753,Lenovo,Ultrabook,14.0,0,0,Intel,Core i5,4,180,SSD,Intel,HD Graphics 520,1.7,Windows,1096.0
754,Asus,Notebook,15.6,0,0,Intel,Core i7,4,256,SSD,Intel,HD Graphics 620,2.37,Windows,849.9
755,Lenovo,2 in 1 Convertible,13.3,1,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 540,1.3,Windows,1199.0
756,HP,Notebook,15.6,0,1,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.2,Windows,1099.0
757,HP,Workstation,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,Quadro M1000M,2.59,Windows,1561.0
758,Dell,Gaming,15.6,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.42,Windows,2868.99
759,Acer,Notebook,15.6,0,0,Intel,Core i5,4,256,SSD,Intel,HD Graphics 620,2.1,Windows,599.0
760,Lenovo,Gaming,15.6,0,1,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.5,Windows,1048.0
761,Dell,Ultrabook,12.5,0,0,Intel,Core i7,16,256,SSD,Intel,HD Graphics 620,1.18,Windows,1859.0
762,Google,Ultrabook,12.3,1,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 615,1.1,Others/No OS/Linux,1559.0
763,Asus,Ultrabook,13.3,0,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.2,Windows,1129.0
764,Dell,Notebook,13.3,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,1.65,Windows,849.0
765,Acer,Notebook,13.3,0,0,Intel,Core i5,4,128,SSD,Intel,HD Graphics 520,1.6,Windows,655.0
766,Asus,Notebook,17.3,0,0,Intel,I n t e l,4,1024,HDD,Nvidia,GeForce 920MX,2.8,Windows,470.34
767,Dell,Gaming,15.6,1,1,Intel,Core i7,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 960M,2.72,Windows,1099.0
768,Samsung,Ultrabook,13.3,1,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.31,Windows,1599.0
769,Acer,Notebook,15.6,0,0,Intel,I n t e l,4,1024,HDD,Intel,HD Graphics 505,2.1,Others/No OS/Linux,298.0
770,Dell,Notebook,15.6,0,0,Intel,Core i7,16,256,SSD,AMD,Radeon R7 M445,2.3,Windows,1181.27
771,Samsung,2 in 1 Convertible,15.0,1,0,Intel,Core i7,16,256,SSD,AMD,Radeon 540,1.71,Windows,1799.0
772,Toshiba,Notebook,14.0,0,1,Intel,Core i5,4,128,SSD,Intel,HD Graphics 520,1.75,Windows,1020.0
773,Dell,Gaming,15.6,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GTX 1050,2.62,Windows,1099.0
774,HP,Ultrabook,12.5,0,0,Intel,Core i5,4,256,SSD,Intel,HD Graphics 520,1.26,Windows,1244.0
775,Asus,2 in 1 Convertible,15.6,1,0,Intel,Core i7,12,2048,HDD,Nvidia,GeForce 940MX,2.3,Windows,839.0
776,Lenovo,Notebook,15.6,0,0,Intel,Core i7,16,512,SSD,Nvidia,Quadro M2000M,2.5,Windows,2370.0
777,Acer,Notebook,14.0,0,1,Intel,Core i3,4,128,SSD,Intel,HD Graphics 620,1.8,Windows,636.0
778,Razer,Gaming,14.0,0,0,Intel,Core i7,16,512,SSD,Nvidia,GeForce GTX 1060,1.95,Windows,2899.0
779,Asus,Notebook,15.6,0,0,Intel,I n t e l,8,128,SSD,Intel,HD Graphics 505,2.0,Windows,581.9
780,Dell,Gaming,17.3,0,1,Intel,Core i7,32,1024,SSD +  1TB HDD,Nvidia,GeForce GTX 1070M,4.42,Windows,3588.8
781,Asus,Gaming,17.3,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,4.3,Windows,2350.0
782,Toshiba,Ultrabook,14.0,0,1,Intel,Core i7,16,512,SSD,Nvidia,GeForce 930M,1.47,Windows,1764.0
783,Lenovo,Notebook,15.6,0,0,Intel,Celeron Quad Core,8,1024,HDD,Intel,HD Graphics 405,2.2,Others/No OS/Linux,329.0
784,Lenovo,Ultrabook,14.0,0,0,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.7,Windows,2299.0
785,MSI,Gaming,14.0,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,1.6,Windows,1891.0
786,MSI,Gaming,15.6,0,0,Intel,Core i5,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1050,2.2,Windows,1089.0
787,Lenovo,Gaming,15.6,0,1,Intel,Core i7,4,1024,HDD,Nvidia,GeForce GTX 1050,2.4,Windows,999.0
788,Acer,Gaming,17.3,0,1,Intel,Core i7,16,256,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,4.2,Windows,2299.0
789,Dell,Gaming,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.62,Windows,985.0
790,Asus,Gaming,15.6,0,0,Intel,Core i7,8,128,SSD +  1TB HDD,Nvidia,GeForce GTX1060,2.24,Windows,1339.0
791,Vero,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 500,1.22,Windows,202.9
792,Lenovo,2 in 1 Convertible,13.3,1,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.37,Windows,1970.0
793,Lenovo,2 in 1 Convertible,15.6,1,0,Intel,Core i5,8,256,SSD,AMD,Radeon R7 M460,2.08,Windows,959.0
794,Apple,Ultrabook,12.0,0,1,Intel,Core M,8,512,Flash Storage,Intel,HD Graphics 5300,0.92,Mac,1165.0
795,Lenovo,2 in 1 Convertible,14.0,1,1,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.42,Windows,2330.0
796,Asus,Notebook,14.0,0,0,Intel,Celeron Dual Core,4,32,Flash Storage,Intel,HD Graphics 500,1.63,Windows,299.0
797,Dell,Notebook,15.6,0,0,Intel,Core i5,8,128,SSD,Intel,HD Graphics 620,1.95,Windows,810.0
798,Lenovo,2 in 1 Convertible,13.9,1,1,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.38,Windows,1349.0
799,Dell,Notebook,15.6,0,0,Intel,Core i3,8,256,SSD,AMD,Radeon R5 M420X,2.0,Windows,739.0
800,HP,Workstation,15.6,0,0,Intel,Core i7,8,256,SSD,Nvidia,Quadro M2200,3.14,Windows,2064.9
801,Asus,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,2.37,Windows,1099.0
802,Dell,Ultrabook,13.3,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.29,Windows,1499.0
803,Dell,Notebook,15.6,1,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.06,Windows,1749.0
804,Dell,Netbook,11.6,0,0,Intel,I n t e l,4,128,SSD,Intel,HD Graphics 505,1.63,Windows,744.0
805,HP,Netbook,12.5,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.26,Windows,1389.0
806,Toshiba,Notebook,15.6,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 520,2.1,Windows,780.0
807,HP,Notebook,15.6,0,0,AMD,A12-Series 9700P,8,2048,HDD,AMD,Radeon R7 Graphics,2.04,Windows,629.0
808,Dell,Gaming,15.6,0,0,Intel,Core i7,16,512,SSD,Nvidia,GeForce GTX 1050 Ti,2.62,Windows,1679.0
809,Lenovo,Notebook,15.6,0,0,Intel,Core i5,4,1024,HDD,Nvidia,GeForce 920M,2.4,Windows,609.0
810,HP,Gaming,17.3,0,1,Intel,Core i7,12,1024,HDD,AMD,Radeon RX 580,3.74,Windows,1749.0
811,MSI,Gaming,17.3,0,0,Intel,Core i7,16,512,SSD +  1TB HDD,Nvidia,GeForce GTX 1070,2.9,Windows,2415.0
812,Samsung,Ultrabook,13.3,0,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,0.81,Windows,1499.0
813,Dell,Notebook,15.6,0,0,Intel,Core i7,8,1024,HDD,Nvidia,GeForce GT 940MX,1.98,Windows,961.0
814,Dell,Notebook,15.6,0,0,Intel,Core i5,8,256,SSD,AMD,Radeon R5 M420,2.18,Windows,789.81
815,Lenovo,Ultrabook,14.0,0,0,Intel,Core i7,8,256,SSD,Intel,HD Graphics 620,1.32,Windows,1859.0
816,Razer,Ultrabook,12.5,1,1,Intel,Core i7,16,512,SSD,Intel,HD Graphics 620,1.29,Windows,1799.0
817,HP,Netbook,11.6,0,0,Intel,Celeron Dual Core,4,16,Flash Storage,Intel,HD Graphics 400,1.23,Others/No OS/Linux,385.0
818,Dell,Gaming,17.3,0,1,Intel,Core i7,16,128,SSD +  1TB HDD,Nvidia,GeForce GTX 1060,4.36,Windows,2505.02
819,Dell,Notebook,14.0,0,0,Intel,Core i5,4,500,HDD,Intel,HD Graphics 520,1.76,Windows,755.0
820,Lenovo,Notebook,15.6,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,2.1,Windows,489.9
821,Toshiba,Ultrabook,14.0,0,0,Intel,Core i5,4,128,SSD,Intel,HD Graphics 620,1.25,Windows,1090.0
822,Lenovo,Ultrabook,14.0,0,1,Intel,Core i7,8,512,SSD,Intel,HD Graphics 620,1.13,Windows,2499.0
823,MSI,Gaming,15.6,0,0,Intel,Core i5,8,256,SSD,Nvidia,GeForce GTX 1050,2.4,Windows,1199.0
824,Lenovo,Ultrabook,14.0,0,1,Intel,Core i5,8,256,Flash Storage,Intel,HD Graphics 620,1.13,Windows,1875.0
825,Toshiba,Notebook,14.0,0,0,Intel,I n t e l,4,128,SSD,Intel,HD Graphics 510,1.75,Windows,499.0
826,Asus,2 in 1 Convertible,13.3,1,0,Intel,Core i5,8,256,SSD,Intel,HD Graphics 620,1.1,Windows,1358.0
827,Dell,Notebook,14.0,0,0,Intel,Core i3,4,500,HDD,Intel,HD Graphics 520,1.76,Windows,585.0
